Unnamed: 0,Country,Coronavirus Information,Quarantine Information,Travel Sentiment Score,Date
73,french-polynesia,"
 Only travellers who can prove that entry is for urgent family/work reasons will be allowed to enter, and they will be expected to fill in a travel certificate (available  here ) and provide proof. All travellers will need to undertake a test for COVID-19 within 72 hours before departure and will need to show proof of a negative result when embarking. 
 Travellers must also provide a self -certified document affirming that they have no COVID symptoms and that to their knowledge they have not been in contact with any person confirmed positive within the last 14 days. 
 Airlines will refuse boarding to anyone who does not produce both proof of a negative result and the self-certified document. 
 Travellers will also need to register on the Polynesian Electronic Travel Information System (ETIS) and provide the receipt at check-in. Minors travelling with their parents can be included on their ETIS form. 
 If you’re eligible to enter French Polynesia, you will receive a self-testing kit upon arrival in French Polynesia which you will need to complete four days after your date of arrival. 
 Further details are available on the  website  of the local prefecture. 
",MISSING DATA,0.4298661351203919,2020-10-26
74,gabon,"
 Entry to Gabon 
 Flight restrictions have eased to allow three flights per airline, per week. Land and sea borders are closed. 
 On arrival, all passengers must present proof of a negative COVID-19 test taken with the last 14 days. You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
","
 If you do travel to Gabon, you will be required to quarantine for 15 days in a government facility, or in another facility arranged by your place of work with permission from the Gabonese authorities. 
 Visas 
 On 16 March, the Government of Gabon announced the suspension of tourist visas for British nationals. All Gabon diplomatic missions abroad are prohibited from issuing entry visas to Gabon. For full information on the visa application process, visit the website of  the Gabonese Embassy in the UK . 
 The Government of Gabon confirmed it would not penalise British nationals whose visas have expired while they were unable to leave the country whilst borders were closed. Now that commercial flights are running, if your visa has expired, you should consider leaving the country. 
",0.3758658468723297,2020-10-26
75,the-gambia,"
 Entry to The Gambia 
 Commercial flights to and from The Gambia remain very limited. Check with your travel company for the latest information.  The land border with Senegal is open. 
 To enter The Gambia, you will need to show a negative COVID-19 test taken no more than 72 hours before you travel to Ministry of Health officials upon arrival. 
","
 Failure to present a negative COVID-19 test taken no more than 72 hours before you travel to Ministry of Health officials will result in you being tested and quarantined for 14 -days at your own cost. 
 Screening on arrival 
 Additional surveillance and detection mechanisms have been put in place at Banjul International Airport and various points of entry along The Gambia’s border. 
",0.4220727384090424,2020-10-26
76,georgia,"
 Entry to Georgia 
 Foreign citizens are not currently allowed to enter Georgia, apart from citizens or permanent residents of five EU Member States (France, Germany, Estonia, Latvia and Lithuania) who arrive by direct flight. UK citizens who wish to enter Georgia under this scheme will need to provide evidence of their permanent residence status at the airport.  The ban also applies to foreigners with Georgian residence permits. 
 There are two work-related schemes for foreign citizens from other countries to enter Georgia: 
 
 
 Business trips by citizens of any country will be allowed if a permit is obtained. If applicable, you should  complete the relevant form  to apply for entry. 
 
 “Work from Georgia” scheme is available to citizens from 95 countries, including the UK, who want to work from Georgia remotely. If applicable, you should  complete the relevant application form . Conditions apply, including a minimum salary level of $2,000 a month, the ability to pay Georgian taxes, and health insurance. 
 You can find further information on current entry rules on the  Ministry of Foreign Affairs website . 
 Most foreign arrivals will be placed in mandatory 8-day quarantine, followed by an antigen rapid test.  If the antigen test is inconclusive, this will be followed by a PCR. If this test is negative, you will be able to leave quarantine but will have to take another PCR test on the 12th day. Those on an approved business permit have the option to take a PCR test every 72 hours instead of quarantine. Tests and quarantine will be at your own expense. You should carry additional supplies of necessary medication in carry-on luggage. 
 For those with access to their own accommodation in Georgia it may be possible to self-isolate at home, rather than enter a quarantine hotel designated by the health authorities. If you wish to do this you will need to  fill in the relevant form  in advance. A call centre will be in active communication with foreign nationals arriving in Georgia for the duration of their stay. 
 The government has announced that the re-opening of Georgia’s land and air borders is postponed until at least 1 November, and that the tourism sector won’t be relaunched in 2020. 
 Entry permits and extensions 
 The Georgian authorities recognise that some non-Georgian residents may be unable to renew their entry permits in due time due to border closures. The Government has announced that foreigners legally in Georgia up to 14 March but then unable to leave because of COVID-19 can remain until 31 December 2020 if their overstay was caused by one of the following circumstances, which must be documented: 
 
 if the state of citizenship of the person was included in the high risk zone for the relevant period 
 if border restrictions were imposed by the relevant state 
 if the person was in hospital, quarantine or self-isolation due to health conditions 
 if the person was not able to leave the country due to flight cancellation 
 The Ministry of Foreign Affairs has informed the British Embassy that if you were legally in Georgia by 14 March and wish to renew your stay without applying for a residence card, you will need to  book an appointment at a Public Service House . 
 You should attend your appointment with a Georgian-speaker if needed as you will need to make your renewal application and be interviewed in Georgian.  Your application must include the reason why you could not renew your visa in time or renew it on-line during the State of Emergency.  The fee is 50 lari (approx. £13).  The Public Service House will review the case and make a decision within three days on whether, and if so, for how long to renew your visa. 
 If you meet the requirements to apply for a Georgian Residence Permit such as working or studying, you can book an appointment at a Public Service House to start the procedure. 
 If you are in Georgia for more than 183 days and take up any form of paid employment, you are automatically liable for income tax and must inform the Revenue Service of your employment, whether you have registered as officially resident or not. Non-compliance will be fined. 
 UK passports 
 In consideration of the difficulty of renewing UK passports during coronavirus, the Ministry of Foreign Affairs has confirmed that the Georgian authorities will recognise the validity of the following UK passports for residence and visa purposes until the UK Government informs otherwise: 
 
 a UK passport that has expired since 6 January 2020 or has less than six months’ validity when presented to Georgian authorities will now be recognised as expiring on 31 December 2021  The UK Government has confirmed that it will continue to recognise any British national holding such passports as British under international law 
 these amendments apply to those holding the following passports - British Citizen, British National (Overseas), British Protected Person, British Overseas Citizen and British Subject 
 The recognition of UK passport extensions only applies where you need a valid passport to reside in Georgia or when applying for an appropriate visa or residence permit. 
 If your passport has expired and you need to leave Georgia, you will need to apply for an Emergency Travel Document (ETD) through the British Embassy in Tbilisi.  ETDs meet international standards for travel documents which are set by International Civil Aviation Organization (ICAO) and guarantees British nationals will be allowed to travel by airlines and other transport providers and by national authorities. 
",MISSING DATA,0.4252184629440308,2020-10-26
77,germany,"
 Entry to Germany 
 If you’re travelling to Germany from the UK or an EU/EEA country, you no longer need to demonstrate a valid reason to enter Germany. Standard German entry and immigration rules in place before the COVID-19 outbreak apply. 
 If you’re travelling to Germany from a country outside the UK or EU/EEA, you will also not need a valid reason for travel if you are a British or EU/EEA national or long-term resident (this also applies for any core family members travelling with you). Guidance for other travellers is available on the  German Federal Police website  (in German). 
 However, if you’re travelling to Germany from an area  designated as presenting an increased risk of infection , you will need to follow the rules on testing and quarantine on arrival, as set out below. The UK is currently designated as an increased risk area. 
 The Federal Ministry of the Interior has detailed information on its website,  including in English , about the rules on entry and exit from Germany. 
 Travel from increased risk areas 
 If, in the two weeks before you travel to Germany, you have been in an area  designated as presenting an increased risk of infection , you must: 
 
 take a COVID-19 test 
 
 notify the local German health authority  in your place of residence/accommodation 
 travel directly to your accommodation and quarantine for 14 days (unless and until you are advised that you do not need to do so - see below) 
 The UK is currently designated as an increased risk area. The full list of areas can be found in English on the  Robert Koch Institute website . 
 There are three choices to get a test. You can: 
 
 present a valid test taken within 48 hours prior to arrival, in a European Union member state (or a state with comparable quality standards) 
 take a test when you arrive - there are testing facilities at airports and major transport hubs that provide tests free of charge 
 take a test after you return to your place of residence in Germany, where you are required to report to the local health office. The test is free of charge if taken within 72 hours of arrival 
 A negative test exempts you from the 14-day self-isolation requirement in most German states. A small number of states require a second negative test before granting an exemption from quarantine. Individual states are responsible for the implementation of quarantine regulations and local rules may vary. 
 Transiting Germany 
 British citizens (and all EU/EEA citizens) can transit via Germany as part of a longer journey. 
",MISSING DATA,0.4287411272525787,2020-10-26
78,ghana,"
 Entry to Ghana 
 Kotoka International Airport reopened on 1 September. Commercial flights are now operating to and from Ghana on a limited number of routes. Check with your travel company for the latest information. Land and sea borders remain closed.  COVID-19 protocols at the airport may be subject to change as the new screening process evolves. See the guidance from the  Ghana Civil Aviation Authority 
 At present all passengers arriving are required by the Government of Ghana to: 
 
 Complete and online  health declaration form  pre-departure 
 Wear a face-mask throughout their flight and upon landing in Accra. 
 All passengers may also be asked to complete hard copy self-declaration forms on the flight, confirming they are fit to travel and providing details to facilitate contact tracing. 
 On arrival produce evidence of a negative Polymerise Chain Reaction (PCR) COVID-19 test result. This test must have taken place within 72 hours of departure. You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. For passengers who have transited other countries before arriving in Ghana the first country of departure will be the reference point. 
 Undergo a temperature check on arrival. 
 On arrival all passengers will be subject to a mandatory COVID-19 test at Kotoka International airport. The test is understood to be an antigen test and it will be conducted before baggage is collected at a cost of $150 per passenger. Please ensure you have access to sufficient funds in cash on arrival although payment by card may also be available. Children under the age of five are exempt. 
 The Government of Ghana has stated results will be available within 30 minutes of the test taking place at the airport. As such passengers should be prepared for additional time to move through and exit the airport. During busy period when there may be a large number of passengers disembarking at the same time the testing area may become busy. 
","
 All arriving passengers should be prepared to comply with Ghana’s COVID-19 Health Protocols. This may, depending on the test result of individuals or others on the flight, involve time in quarantine or a Government Health facility.   Quarantine and / or medical costs can be expensive so it is important that all passengers arrive with adequate access to financial resources. The Government of Ghana also advise that all arrivals should have valid insurance. 
 Transiting Ghana 
 Transit passengers, except those who were diverted to Accra for an emergency and where they will remain in the airport throughout, will also be subject to mandatory COVID-19 testing as outlined above. 
 Visas 
 Ghana hasn’t granted any visa exemptions or extensions for visitors during the pandemic so all British nationals will need to visit the Ghana Immigration Service (GIS) office in person to extend their visas. It isn’t possible to call about an individual case or to book an appointment in advance. Office opening hours are 8 am to 5 pm. The GIS office is off Ako Adjei overpass on Independence Avenue in Accra. 
",0.5703672766685486,2020-10-26
79,gibraltar,"
 The Government of Gibraltar has confirmed that air travel restrictions into Gibraltar due to COVID-19 have been lifted as from 21 June 2020. All incoming travellers with valid travel documents will be allowed entry into Gibraltar via the Gibraltar International Airport. 
 If you arrive in Gibraltar by land, air or sea and you have been to a ‘relevant area’ in the last 14 days you are required by law to report to the Gibraltar Borders and Coastguard Agency (if arriving by land or sea) or Gibraltar Port Authority (if arriving by sea). 
 A ‘relevant area’ is a country, area or territory outside of the European Union, but doesn’t include the UK, Jersey, Guernsey, Isle of Man, Andorra, Monaco, San Marino and the Vatican. It also excludes the list of countries included in the Schedule (Iceland, Liechtenstein, Norway, Switzerland, Australia, Canada, Georgia, Japan, New Zealand, Rwanda, South Korea, Thailand, Tunisia, Uruguay, and China). 
 If you have been in a ‘relevant area’ in the last 14 days it is required that you: 
 
 Self-Isolate for five days. If you are staying in a hotel, you must remain in your room and not use any of the public areas. 
 Do not use public transportation with the exception of a Gibraltar Taxi booked via the Gibraltar Taxi Association. You are required to inform them that you have arrived from a ‘relevant Area’. Call the local Gibraltar health line phone number 111 as soon as you reach the address where you will be isolating. 
 If you develop symptoms or feel unwell call 111 immediately even if you have been swabbed. 
 You must be swabbed on Day 1 and again on Day 5. 
 If you are not registered with the Gibraltar Health Authority (GHA) you must arrange a private swab. 
 See the  Government of Gibraltar Press Release  for more details. 
 On 22 September 2020 the Government of Gibraltar introduced a COVID-19 contact tracing online  passenger locator and ‘relevant area form’  for passengers flying to Gibraltar. It is a legal requirement to complete a passenger locator form and inform the authorities if you have been in a ‘relevant area’ in the 14 days before your arrival in Gibraltar. You will only be able to complete this form once you have checked in and have been allocated your  seat number. 
 If you are arriving on a flight at Gibraltar International Airport,  you will need to fill in a passenger locator form online before you can pass through customs.  The form will then be sent to you with a unique barcode via email. This will be scanned by the Gibraltar Borders and Coastguard Agency upon arrival. The form and further information can be found on the  Government of Gibraltar website . See the  Government of Gibraltar press release  for more details. 
",MISSING DATA,0.4582797288894653,2020-10-26
80,greece,"
 If you’re a British national, you can enter Greece, but you must comply with the Greek authorities’ requirements, including the completion of a Passenger Locator Form before you travel, and other testing and self-isolation requirements. Read this section of the travel advice in full to check how these requirements apply to you. 
 You must wear a face mask at all times when on an aeroplane or ferry travelling to or from Greece; and whilst at airports. 
 Passenger Locator Form 
 You must  complete an online Passenger Locator Form (PLF)  at least 24 hours before your arrival in Greece. The form is in English, and is required whichever way you travel to Greece (including by ferry, road, rail or air). Failure to do so in advance may result in your carrier not allowing you to travel, a 500 Euro fine on arrival or the Greek authorities not allowing you to enter the country. 
 Every traveller, including children, must have their details included on a PLF. If you’re travelling with others outside of your household, you should all complete your own form. If you’re travelling together as a household, the Greek authorities ask for you to complete one form with all adults and children included. You can add additional members of your household at the top of the form before you submit. 
 Some airlines may require individual PLFs for every traveller over the age of 18 within the same household. Check directly with your airline what you will need to show to be allowed boarding. Remember that you will need to complete PLFs at least 24 hours before your flight. 
 Once you have completed the form, you will receive an email acknowledgement. In a separate email, you will also receive a QR code. This code is likely to be sent up to 24 hours before you travel, regardless of how early you fill in your form. When you receive your code, make sure you either print it, or can show it on your mobile phone. 
 If you are travelling by air to Greece, your airline will ask you to prove that you have completed the PLF form. You should print or show (e.g. on your phone) your email confirming submission of the form (or the QR code you have subsequently received). Failure to do so could result in you being refused boarding to the flight. 
 If you are travelling by ferry to Greece, the ferry operator will ask you to complete an additional form (‘Pre Boarding Information’), alongside your PLF. This additional form will be provided by the ferry operator, either via their website, or at booking offices: you should contact them directly if you need further information. Temperature checks may also be carried out before boarding; and it is obligatory to wear masks on all ferries, where capacity is limited to allow for social distancing. 
 On arrival in Greece by land, sea or air, you will need to show your QR code to the Greek authorities. Make sure you have either a printed copy of the code, or can show it on your phone. Failure to provide your PLF form/ QR code will result in a fine or you may be refused entry to Greece. 
","
 When you arrive in Greece, the Greek authorities will scan your QR code and may require you to undergo testing for coronavirus, as part of health screening. The Greek authorities’ instructions will differ according to whether you arrive by land, sea or air. Check the requirements that will apply to you on the  PLF form page . 
 Any passenger entering Greece may be asked to undergo a test for COVID-19, but you are more likely to be asked if you have arrived from a country outside of the EU (including the UK), either directly or via indirect flights. 
 If you are required to take a test on arrival: 
 
 The Greek authorities are likely to ask you to quarantine until you are advised otherwise. You may be required to move to government-provided accommodation until your test result is available. If you’re asked to move, the costs of transfer and your new accommodation will be paid by the Greek authorities. The nature of your accommodation may differ from the specifications of your pre-booked hotel, villa or other place of stay. Depending on local arrangements and capacity, travellers in groups may be required to stay in separate accommodation 
 If your test result is negative, the Greek authorities will inform you, and you will be free to move to your pre-booked accommodation, unless the authorities have other reasons to require you to continue your quarantine. For example, if you have tested negative but contact tracing suggests you have been in proximity to someone else who has tested positive, you may be asked to continue quarantining for a further period (likely to be 14 days; or, with the agreement of the authorities, 8-10 days followed by certification by a medical professional that you are free of COVID-19 (you may be required to pay any costs related to medical treatment/ certification)). Following completion of any quarantine, you should continue to follow all coronavirus-prevention guidance from the local authorities, including on social distancing. 
 If your test result is positive, the Greek authorities are likely to ask you to quarantine  for 14 days, or until the date of your departure from Greece. You may be required to remain in government-provided accommodation for the duration of this self-isolation period. 
 If you are not required to take a test on arrival, you will not be required to self-isolate. 
 You must comply with all instructions given by the Greek authorities. Failure to do so may result in you being refused permission to enter Greece and/or legal enforcement. 
 You should also be aware that if other passengers on your flight subsequently test positive, you may be subject to further quarantine/self isolation requirements. These will be mandatory and you should comply with the Greek authorities’ requirements. 
 Restrictions on entry by air 
 Greece’s air connections with Turkey are currently closed to passenger traffic. Air connections with other countries and regions are liable to suspension or amendment, sometimes at short notice. If you are due to fly to or from Greece, you should contact your airline or operator for the latest information. 
 All travellers visiting Greece by air from Bulgaria, Romania, Hungary, Poland, the Czech Republic, the United Arab Emirates, Malta, Belgium, Spain, Russia,Albania and North Macedonia, will be allowed admission into Greece only by presenting a negative COVID-19 test carried out within 72 hours before arrival. Travellers from these countries will also be subject to sample testing upon arrival. 
 Restrictions on entry by land borders 
 From 17 August, all travellers entering Greece by any land border are required to produce a COVID-negative PCR test conducted in the country of departure within 72 hours of arrival in Greece. This applies equally to Greek nationals and Greece residence permit holders. 
 You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 The land border with Bulgaria is open at the Promachonas crossing point. 
 All other land borders (including those with Albania, North Macedonia and Turkey) are subject to restrictions. From 7 August, all border crossings except the Promachonas crossing with Bulgaria will be shut down each night between 11pm and 7am. Outside these hours, you may cross into Greece at other border points only for essential reasons. 
 From 16 August, if you enter Greece from Albania, including via the Kakavia land border, you must complete a Passenger Locator Form and quarantine for 7 days at the address you provide on the form. As of 16 August, the number of travellers entering Greece through the Kakavia crossing is limited to 750 persons per day. 
 Monitor  official information from the Greek authorities  on any changes to border arrangements. 
",0.557532012462616,2020-10-26
81,grenada,"
 Entry to Grenada 
 Grenada’s Maurice Bishop International airport re-opened on 1 July to charter flights to regional commercial flights from 15 July and commercial flights from the UK, Europe and Canada from 1 August. Grenada government announced entry health protocols since July with travellers risk depending on their point of embarkation or travel history and who must follow the new rules to be allowed entry to Grenada, including testing before departure in some cases. Link to full details is below. These rules are subject to change. You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 If you arrive on a yacht you must pre-register with the  Marine and Yachting Association of Grenada (MAYAG)  and complete quarantine on your yacht before being allowed to enter the country. 
","
 All arrivals need to comply with the new entry health protocols announced since July for testing and quarantine which differ according to country of embarkation and travel history. Full details are available on the  Ministry of Health website . 
",0.5420724153518677,2020-10-26
82,guadeloupe,"
 All travellers over the age of 11 must undertake a  test for COVID-19 within 72 hours before departure for Guadeloupe. The test is obligatory and the traveller must show proof of a negative result before embarking. 
 Travellers must also provide a self -certified document affirming that they have no COVID symptoms and that to their knowledge they have not been in contact with any person confirmed positive within the last 14 days. 
 Airlines will refuse boarding to anyone who does not produce both proof of a negative result and the self-certified document. 
 The French Government has outlined new measures to stem the spread of coronavirus, which also apply to the French Overseas Territories. The local Prefecture website will have details of any further local restriction. Please see the  Travel Advice for France  for more information on Covid-19. 
",MISSING DATA,0.4358615875244141,2020-10-26
83,guatemala,"
 Guatemala International Airport will re-open on 18 September.  You must keep to the social distancing rules and wear a mask at all times while at the airport. 
 24 hours before your arrival, you are required to register your via the Guatemalan Health Pass website. Once you have submitted your details, you must print the form and bring it with you.  Upon arrival, you are required to present a negative COVID-19 PCR or antigen test, dated no more than 72 hours before the date of your arrival in Guatemala, together with a printed copy of the form. You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 Foreign nationals, who are not legally resident in Guatemala, will not be permitted into Guatemala should they fail to provide a test. 
 Foreigners can continue to leave Guatemala. Some have been able to leave Guatemala via the Mexican El Carmen border crossing. Visit the portal of the  Mexican Embassy in Guatemala  for information on immigration requirements. 
 Testing/screening on arrival 
 You should comply with any additional screening or testing measures put in place by the authorities. 
","
 There are no quarantine requirements.   Upon arrival, you are required to present a negative COVID-19 PCR or antigen test, dated no more than 72 hours before the date of your arrival in Guatemala. 
 Data collection 
 24 hours before your arrival, you are required to register your details via the Guatemalan Health Pass website  on this link . 
 Testing on departure 
 There is currently no testing upon departure in Guatemala. They will take your temperature upon arrival at the airport. 
 Mexico-Guatemala border 
 There have been reports of disruptions and tensions at the Mexico-Guatemala border. Periodic closures are possible and you are advised to check with local authorities before attempting to cross the land border. 
",0.5651447772979736,2020-10-26
84,guinea,"
 Entry to Guinea 
 On 27 March the President announced a state of emergency, closing the borders. 
 Guinea’s land borders are closed and commercial flights are gradually opening up. 
 If you need further information about entry requirements, contact the local immigration authorities or the nearest Guinean Embassy. You should also check with your airline or travel company for the latest information. 
 Testing / screening on arrival and departure 
 All passengers arriving in Conakry must show a COVID-19 certificate with a negative PCR test result within five days of the flight. 
 You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 Masks are mandatory and travellers must have at least three for the trip.  There will be controlled disembarkation of planes. 
 Temperature checks and health controls are in place on departure and arrival at the airport for all passengers. 
 You may have to follow special requirements set out by your airline. 
 All passengers departing Conakry must show a COVID-19 certificate with a negative PCR test result within three days of the flight. 
","
 Quarantine measures are in force for coronavirus. 
 Passengers will be detained if they show signs of COVID-19 symptoms, they will be tested for COVID-19 and any passengers with positive results will be taken to a government treatment centre. Positive cases are being treated at the Donka Hospital. 
 If anyone shows symptoms of COVID-19 they should self isolate and follow Agence Nationale Sécurité Santé (ANSS) guidance and telephone 115. 
",0.3874397277832031,2020-10-26
85,guinea-bissau,"
 Entry to Guinea-Bissau 
 Land and sea borders have now re-opened and commercial air links have resumed. 
 All those entering Guinea Bissau must present a negative COVID-19 test result from an accredited institution, taken within the previous 72 hours. You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 You will also have to take a COVID test within 72 hours of your departure from Guinea Bissau. 
 You may also be required to fill in a form with information on your origin and contacts. If you display any symptoms for COVID-19 on arrival, you will be tested again, and have to remain in isolation at your place of residence until results are delivered. If someone on your flight is thought to have COVID-19, you may be required to isolate at one location for 14 days, and be monitored by the health authorities. 
",MISSING DATA,0.4626009464263916,2020-10-26
86,guyana,"
 In response to the coronavirus (COVID-19) pandemic, all scheduled international flights from the Cheddi Jagan International Airport at Timehri and the Eugene Correia Airport at Ogle have been cancelled for the foreseeable future. The closure started on 17 March 2020 and is scheduled to last until at least 1 August. Some repatriation charter flights and other specially authorised flights are being allowed to arrive and leave Guyana. 
 The National COVID-19 Task Force have said that anyone entering Guyana must be in possession of a current COVID-19 PCR test laboratory certificate.  An NHS test is not sufficient. You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 From early in the pandemic many countries in the region closed their borders. That meant that only Barbados had direct flights to the United Kingdom. The High Commission have previously managed to facilitate charter flights to connect with such flights. However these direct flights to the UK from Barbados have now stopped and it is unclear when they will restart (please consult the Barbados Travel Advice for further information). There will therefore be no further charter flights to Barbados until further notice. 
 If you are a British national in Guyana or Suriname and wish to leave, you should contact the British High Commission by email at: returnfrom.guyana@fcdo.gov.uk , They will inform you as soon as departure options  become available. 
 Borders 
 The Governments of Brazil and Suriname have both announced the closure of borders with neighbouring countries, including Guyana. There is no exit/entry available to Venezuela. Guidance for travellers coming to Guyana from a COVID-19 affected country is available from the Guyana Ministry of Public Health. The Guyana Ministry of Public Health hotline is +592 624 3067 and +592 227 4986 ext 215. Guyana is currently not allowing any visitors, or nationals, into the country. 
 Visas 
 British nationals do not need visas to visit Guyana. Visitors are generally given 30 days to remain in Guyana, but extensions can usually be obtained from the Ministry of Home Affairs in Georgetown. The Guyanese authorities are very severe on visitors who overstay or abuse the conditions of their stay. Conviction for overstaying will result in one year imprisonment, a fine of up to G$50,000 (Guyana dollars) and deportation - at the deportee’s expense - upon release. 
 Check entry requirements with the  Guyana High Commission in London  before you travel. 
 UK Emergency Travel Documents 
 UK Emergency Travel Documents are accepted for entry, airside transit and exit from Guyana. 
 Passport validity 
 Your passport should be valid for a minimum period of six months from the date of entry into Guyana. 
 Departure tax 
 Departure tax is no longer required. All taxes are now included in the ticket. 
 Yellow fever certificate requirements 
 Check whether you need a yellow fever certificate by visiting the National Travel Health Network and Centre’s  TravelHealthPro website .",MISSING DATA,0.4263576865196228,2020-10-26
87,haiti,"
 Entry to Haiti 
 If you travel to Haiti by air you may have your temperature taken upon arrival. You may be required to complete a health declaration form on the flight, including contact and location information in Haiti, and present it to immigration authorities upon arrival. You may be asked to self isolate for 14 days in your own accommodation. 
 Specific entry procedures may change at short notice. Please check the  Government of Haiti Ministry of Public Health website , or with your airline, for updated information. 
",MISSING DATA,0.4443810284137726,2020-10-26
88,honduras,"
 The Honduran authorities request that people keep up to date with the latest restrictions by visiting the following  official page  where all important information about COVID-19 as well as all advice from the Honduran authorities can be found. See  Health . 
 Entry to Honduras 
 Airports in Honduras are now open for domestic and international travel.  You must follow the social distancing rules and wear a mask at all times while at the airport. 
 Prior to arrival, you are required to pre-register  online  with Honduran Immigration.  You must present a negative COVID-19 test result upon arrival from a test taken in the previous 72 hours. 
 You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 Keep up to date with information from your tour operator, transport or accommodation provider on the impact on any existing travel plans. If you need further information about entry requirements, contact the Honduran immigration authorities or the nearest Honduran Embassy/Consulate. You should also check with your airline or travel company for the latest information. 
 Testing/screening on arrival 
 You should comply with any additional screening or testing measures put in place by the authorities. 
","
 If you are eligible for entry, you should self-isolate for 14 days after arrival. Local authorities will provide further instructions about the place where you should complete the quarantine. 
 Data collection 
 Upon arrival in Honduras, you will be asked to complete an immigration form where you will be required to provide the address where you will be staying. Local authorities will provide further instructions on any other details you should provide upon arrival. 
 Testing on departure 
 There is currently no testing upon departure in Honduras. They will take your temperature upon arrival at the airport. 
",0.5384758710861206,2020-10-26
